Node_ID,Original_Class_ID,Original_Class_Name,Meta_Class,Meta_Class_Binary,Degree
514,5,Genetic_Algorithms,C2_Practical_Applied,1,5
515,4,Case_Based,C1_Logic_Theory,0,6
516,5,Genetic_Algorithms,C2_Practical_Applied,1,2
517,5,Genetic_Algorithms,C2_Practical_Applied,1,2
518,3,Neural_Networks,C2_Practical_Applied,1,4
519,1,Reinforcement_Learning,C2_Practical_Applied,1,12
520,3,Neural_Networks,C2_Practical_Applied,1,1
521,3,Neural_Networks,C2_Practical_Applied,1,1
522,4,Case_Based,C1_Logic_Theory,0,1
523,4,Case_Based,C1_Logic_Theory,0,3
524,2,Rule_Learning,C1_Logic_Theory,0,5
525,0,Theory,C1_Logic_Theory,0,15
526,2,Rule_Learning,C1_Logic_Theory,0,4
527,0,Theory,C1_Logic_Theory,0,2
528,5,Genetic_Algorithms,C2_Practical_Applied,1,1
529,4,Case_Based,C1_Logic_Theory,0,3
530,0,Theory,C1_Logic_Theory,0,3
531,0,Theory,C1_Logic_Theory,0,2
532,3,Neural_Networks,C2_Practical_Applied,1,2
533,2,Rule_Learning,C1_Logic_Theory,0,2
534,2,Rule_Learning,C1_Logic_Theory,0,4
535,2,Rule_Learning,C1_Logic_Theory,0,2
536,2,Rule_Learning,C1_Logic_Theory,0,2
537,6,Probabilistic_Methods,C2_Practical_Applied,1,5
538,4,Case_Based,C1_Logic_Theory,0,1
539,6,Probabilistic_Methods,C2_Practical_Applied,1,3
540,5,Genetic_Algorithms,C2_Practical_Applied,1,5
541,5,Genetic_Algorithms,C2_Practical_Applied,1,6
542,1,Reinforcement_Learning,C2_Practical_Applied,1,4
543,0,Theory,C1_Logic_Theory,0,2
544,0,Theory,C1_Logic_Theory,0,8
545,4,Case_Based,C1_Logic_Theory,0,1
546,3,Neural_Networks,C2_Practical_Applied,1,2
547,3,Neural_Networks,C2_Practical_Applied,1,2
548,1,Reinforcement_Learning,C2_Practical_Applied,1,5
549,3,Neural_Networks,C2_Practical_Applied,1,4
550,6,Probabilistic_Methods,C2_Practical_Applied,1,1
551,6,Probabilistic_Methods,C2_Practical_Applied,1,2
552,2,Rule_Learning,C1_Logic_Theory,0,4
553,3,Neural_Networks,C2_Practical_Applied,1,8
554,3,Neural_Networks,C2_Practical_Applied,1,3
555,3,Neural_Networks,C2_Practical_Applied,1,1
556,1,Reinforcement_Learning,C2_Practical_Applied,1,2
557,2,Rule_Learning,C1_Logic_Theory,0,1
558,2,Rule_Learning,C1_Logic_Theory,0,5
559,5,Genetic_Algorithms,C2_Practical_Applied,1,3
560,4,Case_Based,C1_Logic_Theory,0,2
561,3,Neural_Networks,C2_Practical_Applied,1,1
562,2,Rule_Learning,C1_Logic_Theory,0,4
563,1,Reinforcement_Learning,C2_Practical_Applied,1,5
564,2,Rule_Learning,C1_Logic_Theory,0,3
565,2,Rule_Learning,C1_Logic_Theory,0,12
566,3,Neural_Networks,C2_Practical_Applied,1,2
567,2,Rule_Learning,C1_Logic_Theory,0,7
568,3,Neural_Networks,C2_Practical_Applied,1,3
569,2,Rule_Learning,C1_Logic_Theory,0,2
570,3,Neural_Networks,C2_Practical_Applied,1,2
571,3,Neural_Networks,C2_Practical_Applied,1,2
572,0,Theory,C1_Logic_Theory,0,3
573,5,Genetic_Algorithms,C2_Practical_Applied,1,5
574,3,Neural_Networks,C2_Practical_Applied,1,3
575,3,Neural_Networks,C2_Practical_Applied,1,1
576,3,Neural_Networks,C2_Practical_Applied,1,5
577,4,Case_Based,C1_Logic_Theory,0,12
578,5,Genetic_Algorithms,C2_Practical_Applied,1,4
579,3,Neural_Networks,C2_Practical_Applied,1,3
580,2,Rule_Learning,C1_Logic_Theory,0,8
581,1,Reinforcement_Learning,C2_Practical_Applied,1,6
582,4,Case_Based,C1_Logic_Theory,0,4
583,4,Case_Based,C1_Logic_Theory,0,4
584,4,Case_Based,C1_Logic_Theory,0,5
585,4,Case_Based,C1_Logic_Theory,0,1
586,0,Theory,C1_Logic_Theory,0,5
587,5,Genetic_Algorithms,C2_Practical_Applied,1,1
588,4,Case_Based,C1_Logic_Theory,0,4
589,1,Reinforcement_Learning,C2_Practical_Applied,1,4
590,3,Neural_Networks,C2_Practical_Applied,1,2
591,0,Theory,C1_Logic_Theory,0,5
592,3,Neural_Networks,C2_Practical_Applied,1,1
593,4,Case_Based,C1_Logic_Theory,0,3
594,6,Probabilistic_Methods,C2_Practical_Applied,1,2
595,3,Neural_Networks,C2_Practical_Applied,1,3
596,6,Probabilistic_Methods,C2_Practical_Applied,1,6
597,3,Neural_Networks,C2_Practical_Applied,1,2
598,3,Neural_Networks,C2_Practical_Applied,1,33
599,3,Neural_Networks,C2_Practical_Applied,1,2
600,6,Probabilistic_Methods,C2_Practical_Applied,1,1
601,3,Neural_Networks,C2_Practical_Applied,1,1
602,4,Case_Based,C1_Logic_Theory,0,2
603,3,Neural_Networks,C2_Practical_Applied,1,7
604,6,Probabilistic_Methods,C2_Practical_Applied,1,5
605,3,Neural_Networks,C2_Practical_Applied,1,2
606,0,Theory,C1_Logic_Theory,0,6
607,3,Neural_Networks,C2_Practical_Applied,1,3
608,1,Reinforcement_Learning,C2_Practical_Applied,1,5
609,2,Rule_Learning,C1_Logic_Theory,0,8
610,5,Genetic_Algorithms,C2_Practical_Applied,1,7
611,6,Probabilistic_Methods,C2_Practical_Applied,1,1
612,5,Genetic_Algorithms,C2_Practical_Applied,1,1
613,2,Rule_Learning,C1_Logic_Theory,0,2
614,0,Theory,C1_Logic_Theory,0,3
615,2,Rule_Learning,C1_Logic_Theory,0,2
616,2,Rule_Learning,C1_Logic_Theory,0,4
617,3,Neural_Networks,C2_Practical_Applied,1,2
618,3,Neural_Networks,C2_Practical_Applied,1,2
619,0,Theory,C1_Logic_Theory,0,2
620,3,Neural_Networks,C2_Practical_Applied,1,3
621,5,Genetic_Algorithms,C2_Practical_Applied,1,4
622,3,Neural_Networks,C2_Practical_Applied,1,4
623,4,Case_Based,C1_Logic_Theory,0,6
624,0,Theory,C1_Logic_Theory,0,2
625,3,Neural_Networks,C2_Practical_Applied,1,1
626,2,Rule_Learning,C1_Logic_Theory,0,4
627,4,Case_Based,C1_Logic_Theory,0,4
628,5,Genetic_Algorithms,C2_Practical_Applied,1,4
629,2,Rule_Learning,C1_Logic_Theory,0,3
630,3,Neural_Networks,C2_Practical_Applied,1,1
631,2,Rule_Learning,C1_Logic_Theory,0,2
632,2,Rule_Learning,C1_Logic_Theory,0,1
633,3,Neural_Networks,C2_Practical_Applied,1,3
634,5,Genetic_Algorithms,C2_Practical_Applied,1,2
635,2,Rule_Learning,C1_Logic_Theory,0,1
636,0,Theory,C1_Logic_Theory,0,1
637,3,Neural_Networks,C2_Practical_Applied,1,2
638,4,Case_Based,C1_Logic_Theory,0,7
639,3,Neural_Networks,C2_Practical_Applied,1,1
640,3,Neural_Networks,C2_Practical_Applied,1,6
641,3,Neural_Networks,C2_Practical_Applied,1,1
642,0,Theory,C1_Logic_Theory,0,2
643,5,Genetic_Algorithms,C2_Practical_Applied,1,4
644,5,Genetic_Algorithms,C2_Practical_Applied,1,6
645,5,Genetic_Algorithms,C2_Practical_Applied,1,12
646,5,Genetic_Algorithms,C2_Practical_Applied,1,1
647,5,Genetic_Algorithms,C2_Practical_Applied,1,5
648,5,Genetic_Algorithms,C2_Practical_Applied,1,1
649,3,Neural_Networks,C2_Practical_Applied,1,2
650,2,Rule_Learning,C1_Logic_Theory,0,7
651,0,Theory,C1_Logic_Theory,0,7
652,4,Case_Based,C1_Logic_Theory,0,2
653,3,Neural_Networks,C2_Practical_Applied,1,1
654,4,Case_Based,C1_Logic_Theory,0,1
655,1,Reinforcement_Learning,C2_Practical_Applied,1,3
656,1,Reinforcement_Learning,C2_Practical_Applied,1,3
657,2,Rule_Learning,C1_Logic_Theory,0,12
658,3,Neural_Networks,C2_Practical_Applied,1,1
659,0,Theory,C1_Logic_Theory,0,3
660,1,Reinforcement_Learning,C2_Practical_Applied,1,2
661,5,Genetic_Algorithms,C2_Practical_Applied,1,16
662,3,Neural_Networks,C2_Practical_Applied,1,1
663,6,Probabilistic_Methods,C2_Practical_Applied,1,2
664,3,Neural_Networks,C2_Practical_Applied,1,1
665,4,Case_Based,C1_Logic_Theory,0,5
666,0,Theory,C1_Logic_Theory,0,4
667,0,Theory,C1_Logic_Theory,0,3
668,5,Genetic_Algorithms,C2_Practical_Applied,1,1
669,3,Neural_Networks,C2_Practical_Applied,1,3
670,3,Neural_Networks,C2_Practical_Applied,1,2
671,5,Genetic_Algorithms,C2_Practical_Applied,1,4
672,2,Rule_Learning,C1_Logic_Theory,0,2
673,3,Neural_Networks,C2_Practical_Applied,1,2
674,3,Neural_Networks,C2_Practical_Applied,1,1
675,4,Case_Based,C1_Logic_Theory,0,2
676,5,Genetic_Algorithms,C2_Practical_Applied,1,3
677,4,Case_Based,C1_Logic_Theory,0,1
678,3,Neural_Networks,C2_Practical_Applied,1,2
679,0,Theory,C1_Logic_Theory,0,1
680,0,Theory,C1_Logic_Theory,0,1
681,3,Neural_Networks,C2_Practical_Applied,1,4
682,6,Probabilistic_Methods,C2_Practical_Applied,1,2
683,1,Reinforcement_Learning,C2_Practical_Applied,1,2
684,2,Rule_Learning,C1_Logic_Theory,0,2
685,1,Reinforcement_Learning,C2_Practical_Applied,1,1
686,2,Rule_Learning,C1_Logic_Theory,0,2
687,2,Rule_Learning,C1_Logic_Theory,0,15
688,4,Case_Based,C1_Logic_Theory,0,2
689,2,Rule_Learning,C1_Logic_Theory,0,5
690,3,Neural_Networks,C2_Practical_Applied,1,1
691,4,Case_Based,C1_Logic_Theory,0,2
692,3,Neural_Networks,C2_Practical_Applied,1,1
693,0,Theory,C1_Logic_Theory,0,5
694,5,Genetic_Algorithms,C2_Practical_Applied,1,2
695,3,Neural_Networks,C2_Practical_Applied,1,9
696,3,Neural_Networks,C2_Practical_Applied,1,4
697,3,Neural_Networks,C2_Practical_Applied,1,2
698,4,Case_Based,C1_Logic_Theory,0,5
699,3,Neural_Networks,C2_Practical_Applied,1,3
700,3,Neural_Networks,C2_Practical_Applied,1,1
701,5,Genetic_Algorithms,C2_Practical_Applied,1,4
702,6,Probabilistic_Methods,C2_Practical_Applied,1,9
703,5,Genetic_Algorithms,C2_Practical_Applied,1,3
704,2,Rule_Learning,C1_Logic_Theory,0,8
705,4,Case_Based,C1_Logic_Theory,0,2
706,4,Case_Based,C1_Logic_Theory,0,5
707,0,Theory,C1_Logic_Theory,0,1
708,3,Neural_Networks,C2_Practical_Applied,1,4
709,5,Genetic_Algorithms,C2_Practical_Applied,1,2
710,3,Neural_Networks,C2_Practical_Applied,1,4
711,0,Theory,C1_Logic_Theory,0,9
712,6,Probabilistic_Methods,C2_Practical_Applied,1,3
713,3,Neural_Networks,C2_Practical_Applied,1,1
714,4,Case_Based,C1_Logic_Theory,0,3
715,4,Case_Based,C1_Logic_Theory,0,1
716,3,Neural_Networks,C2_Practical_Applied,1,4
717,0,Theory,C1_Logic_Theory,0,1
718,0,Theory,C1_Logic_Theory,0,5
719,1,Reinforcement_Learning,C2_Practical_Applied,1,5
720,5,Genetic_Algorithms,C2_Practical_Applied,1,3
721,2,Rule_Learning,C1_Logic_Theory,0,1
722,3,Neural_Networks,C2_Practical_Applied,1,5
723,2,Rule_Learning,C1_Logic_Theory,0,2
724,6,Probabilistic_Methods,C2_Practical_Applied,1,3
725,0,Theory,C1_Logic_Theory,0,5
726,4,Case_Based,C1_Logic_Theory,0,3
727,3,Neural_Networks,C2_Practical_Applied,1,2
728,5,Genetic_Algorithms,C2_Practical_Applied,1,5
729,3,Neural_Networks,C2_Practical_Applied,1,5
730,0,Theory,C1_Logic_Theory,0,1
731,0,Theory,C1_Logic_Theory,0,4
732,2,Rule_Learning,C1_Logic_Theory,0,5
733,0,Theory,C1_Logic_Theory,0,29
734,0,Theory,C1_Logic_Theory,0,12
735,5,Genetic_Algorithms,C2_Practical_Applied,1,9
736,0,Theory,C1_Logic_Theory,0,10
737,5,Genetic_Algorithms,C2_Practical_Applied,1,7
738,0,Theory,C1_Logic_Theory,0,5
739,5,Genetic_Algorithms,C2_Practical_Applied,1,7
740,4,Case_Based,C1_Logic_Theory,0,3
741,1,Reinforcement_Learning,C2_Practical_Applied,1,5
742,2,Rule_Learning,C1_Logic_Theory,0,3
743,3,Neural_Networks,C2_Practical_Applied,1,6
744,2,Rule_Learning,C1_Logic_Theory,0,4
745,3,Neural_Networks,C2_Practical_Applied,1,8
746,3,Neural_Networks,C2_Practical_Applied,1,3
747,5,Genetic_Algorithms,C2_Practical_Applied,1,4
748,2,Rule_Learning,C1_Logic_Theory,0,11
749,4,Case_Based,C1_Logic_Theory,0,3
750,5,Genetic_Algorithms,C2_Practical_Applied,1,1
751,0,Theory,C1_Logic_Theory,0,5
752,2,Rule_Learning,C1_Logic_Theory,0,3
753,0,Theory,C1_Logic_Theory,0,2
754,2,Rule_Learning,C1_Logic_Theory,0,3
755,5,Genetic_Algorithms,C2_Practical_Applied,1,3
756,3,Neural_Networks,C2_Practical_Applied,1,11
757,2,Rule_Learning,C1_Logic_Theory,0,3
758,2,Rule_Learning,C1_Logic_Theory,0,4
759,4,Case_Based,C1_Logic_Theory,0,2
760,2,Rule_Learning,C1_Logic_Theory,0,6
761,4,Case_Based,C1_Logic_Theory,0,2
762,2,Rule_Learning,C1_Logic_Theory,0,2
763,0,Theory,C1_Logic_Theory,0,3
764,2,Rule_Learning,C1_Logic_Theory,0,4
765,3,Neural_Networks,C2_Practical_Applied,1,3
766,3,Neural_Networks,C2_Practical_Applied,1,5
767,0,Theory,C1_Logic_Theory,0,4
768,3,Neural_Networks,C2_Practical_Applied,1,3
769,0,Theory,C1_Logic_Theory,0,1
770,3,Neural_Networks,C2_Practical_Applied,1,2
771,0,Theory,C1_Logic_Theory,0,4
772,6,Probabilistic_Methods,C2_Practical_Applied,1,1
773,1,Reinforcement_Learning,C2_Practical_Applied,1,2
774,4,Case_Based,C1_Logic_Theory,0,1
775,3,Neural_Networks,C2_Practical_Applied,1,3
776,4,Case_Based,C1_Logic_Theory,0,3
777,0,Theory,C1_Logic_Theory,0,1
778,6,Probabilistic_Methods,C2_Practical_Applied,1,5
779,6,Probabilistic_Methods,C2_Practical_Applied,1,8
780,4,Case_Based,C1_Logic_Theory,0,1
781,3,Neural_Networks,C2_Practical_Applied,1,2
782,4,Case_Based,C1_Logic_Theory,0,1
783,4,Case_Based,C1_Logic_Theory,0,5
784,3,Neural_Networks,C2_Practical_Applied,1,2
785,3,Neural_Networks,C2_Practical_Applied,1,1
786,4,Case_Based,C1_Logic_Theory,0,1
787,4,Case_Based,C1_Logic_Theory,0,3
788,3,Neural_Networks,C2_Practical_Applied,1,5
789,4,Case_Based,C1_Logic_Theory,0,2
790,3,Neural_Networks,C2_Practical_Applied,1,5
791,3,Neural_Networks,C2_Practical_Applied,1,3
792,3,Neural_Networks,C2_Practical_Applied,1,5
793,5,Genetic_Algorithms,C2_Practical_Applied,1,4
794,0,Theory,C1_Logic_Theory,0,5
795,3,Neural_Networks,C2_Practical_Applied,1,3
796,2,Rule_Learning,C1_Logic_Theory,0,4
797,2,Rule_Learning,C1_Logic_Theory,0,5
798,4,Case_Based,C1_Logic_Theory,0,4
799,3,Neural_Networks,C2_Practical_Applied,1,1
800,2,Rule_Learning,C1_Logic_Theory,0,4
801,5,Genetic_Algorithms,C2_Practical_Applied,1,4
802,4,Case_Based,C1_Logic_Theory,0,2
803,5,Genetic_Algorithms,C2_Practical_Applied,1,2
804,4,Case_Based,C1_Logic_Theory,0,1
805,4,Case_Based,C1_Logic_Theory,0,4
806,2,Rule_Learning,C1_Logic_Theory,0,2
807,5,Genetic_Algorithms,C2_Practical_Applied,1,4
808,4,Case_Based,C1_Logic_Theory,0,4
809,0,Theory,C1_Logic_Theory,0,5
810,4,Case_Based,C1_Logic_Theory,0,1
811,3,Neural_Networks,C2_Practical_Applied,1,2
812,3,Neural_Networks,C2_Practical_Applied,1,5
813,4,Case_Based,C1_Logic_Theory,0,2
814,4,Case_Based,C1_Logic_Theory,0,4
815,0,Theory,C1_Logic_Theory,0,6
816,5,Genetic_Algorithms,C2_Practical_Applied,1,7
817,2,Rule_Learning,C1_Logic_Theory,0,8
818,3,Neural_Networks,C2_Practical_Applied,1,2
819,2,Rule_Learning,C1_Logic_Theory,0,5
820,2,Rule_Learning,C1_Logic_Theory,0,2
821,3,Neural_Networks,C2_Practical_Applied,1,1
822,5,Genetic_Algorithms,C2_Practical_Applied,1,2
823,2,Rule_Learning,C1_Logic_Theory,0,5
824,2,Rule_Learning,C1_Logic_Theory,0,1
825,2,Rule_Learning,C1_Logic_Theory,0,1
826,5,Genetic_Algorithms,C2_Practical_Applied,1,4
827,3,Neural_Networks,C2_Practical_Applied,1,4
828,4,Case_Based,C1_Logic_Theory,0,3
829,1,Reinforcement_Learning,C2_Practical_Applied,1,1
830,6,Probabilistic_Methods,C2_Practical_Applied,1,3
831,1,Reinforcement_Learning,C2_Practical_Applied,1,7
832,3,Neural_Networks,C2_Practical_Applied,1,1
833,3,Neural_Networks,C2_Practical_Applied,1,9
834,1,Reinforcement_Learning,C2_Practical_Applied,1,4
835,3,Neural_Networks,C2_Practical_Applied,1,4
836,3,Neural_Networks,C2_Practical_Applied,1,8
837,4,Case_Based,C1_Logic_Theory,0,3
838,0,Theory,C1_Logic_Theory,0,6
839,0,Theory,C1_Logic_Theory,0,3
840,5,Genetic_Algorithms,C2_Practical_Applied,1,2
841,3,Neural_Networks,C2_Practical_Applied,1,2
842,0,Theory,C1_Logic_Theory,0,4
843,3,Neural_Networks,C2_Practical_Applied,1,4
844,5,Genetic_Algorithms,C2_Practical_Applied,1,3
845,3,Neural_Networks,C2_Practical_Applied,1,3
846,3,Neural_Networks,C2_Practical_Applied,1,3
847,6,Probabilistic_Methods,C2_Practical_Applied,1,2
848,2,Rule_Learning,C1_Logic_Theory,0,3
849,4,Case_Based,C1_Logic_Theory,0,4
850,6,Probabilistic_Methods,C2_Practical_Applied,1,3
851,0,Theory,C1_Logic_Theory,0,4
852,0,Theory,C1_Logic_Theory,0,1
853,2,Rule_Learning,C1_Logic_Theory,0,3
854,4,Case_Based,C1_Logic_Theory,0,7
855,3,Neural_Networks,C2_Practical_Applied,1,2
856,4,Case_Based,C1_Logic_Theory,0,2
857,4,Case_Based,C1_Logic_Theory,0,5
858,0,Theory,C1_Logic_Theory,0,2
859,2,Rule_Learning,C1_Logic_Theory,0,5
860,2,Rule_Learning,C1_Logic_Theory,0,3
861,0,Theory,C1_Logic_Theory,0,4
862,4,Case_Based,C1_Logic_Theory,0,2
863,0,Theory,C1_Logic_Theory,0,5
864,1,Reinforcement_Learning,C2_Practical_Applied,1,3
865,3,Neural_Networks,C2_Practical_Applied,1,1
866,3,Neural_Networks,C2_Practical_Applied,1,2
867,2,Rule_Learning,C1_Logic_Theory,0,9
868,3,Neural_Networks,C2_Practical_Applied,1,8
869,3,Neural_Networks,C2_Practical_Applied,1,5
870,3,Neural_Networks,C2_Practical_Applied,1,3
871,2,Rule_Learning,C1_Logic_Theory,0,5
872,4,Case_Based,C1_Logic_Theory,0,3
873,0,Theory,C1_Logic_Theory,0,6
874,3,Neural_Networks,C2_Practical_Applied,1,1
875,3,Neural_Networks,C2_Practical_Applied,1,5
876,1,Reinforcement_Learning,C2_Practical_Applied,1,6
877,3,Neural_Networks,C2_Practical_Applied,1,6
878,5,Genetic_Algorithms,C2_Practical_Applied,1,3
879,3,Neural_Networks,C2_Practical_Applied,1,2
880,0,Theory,C1_Logic_Theory,0,2
881,2,Rule_Learning,C1_Logic_Theory,0,2
882,2,Rule_Learning,C1_Logic_Theory,0,1
883,2,Rule_Learning,C1_Logic_Theory,0,4
884,4,Case_Based,C1_Logic_Theory,0,2
885,5,Genetic_Algorithms,C2_Practical_Applied,1,7
886,3,Neural_Networks,C2_Practical_Applied,1,2
887,1,Reinforcement_Learning,C2_Practical_Applied,1,5
888,0,Theory,C1_Logic_Theory,0,3
889,2,Rule_Learning,C1_Logic_Theory,0,5
890,5,Genetic_Algorithms,C2_Practical_Applied,1,2
891,6,Probabilistic_Methods,C2_Practical_Applied,1,3
892,3,Neural_Networks,C2_Practical_Applied,1,2
893,4,Case_Based,C1_Logic_Theory,0,6
894,3,Neural_Networks,C2_Practical_Applied,1,3
895,0,Theory,C1_Logic_Theory,0,5
896,5,Genetic_Algorithms,C2_Practical_Applied,1,1
897,0,Theory,C1_Logic_Theory,0,8
898,6,Probabilistic_Methods,C2_Practical_Applied,1,4
899,3,Neural_Networks,C2_Practical_Applied,1,4
900,3,Neural_Networks,C2_Practical_Applied,1,2
901,0,Theory,C1_Logic_Theory,0,6
902,2,Rule_Learning,C1_Logic_Theory,0,3
903,5,Genetic_Algorithms,C2_Practical_Applied,1,3
904,5,Genetic_Algorithms,C2_Practical_Applied,1,7
905,2,Rule_Learning,C1_Logic_Theory,0,4
906,4,Case_Based,C1_Logic_Theory,0,3
907,6,Probabilistic_Methods,C2_Practical_Applied,1,2
908,6,Probabilistic_Methods,C2_Practical_Applied,1,2
909,3,Neural_Networks,C2_Practical_Applied,1,1
910,1,Reinforcement_Learning,C2_Practical_Applied,1,6
911,4,Case_Based,C1_Logic_Theory,0,5
912,4,Case_Based,C1_Logic_Theory,0,1
913,5,Genetic_Algorithms,C2_Practical_Applied,1,1
914,3,Neural_Networks,C2_Practical_Applied,1,2
915,2,Rule_Learning,C1_Logic_Theory,0,4
916,3,Neural_Networks,C2_Practical_Applied,1,1
917,0,Theory,C1_Logic_Theory,0,1
918,3,Neural_Networks,C2_Practical_Applied,1,3
919,2,Rule_Learning,C1_Logic_Theory,0,1
920,3,Neural_Networks,C2_Practical_Applied,1,2
921,6,Probabilistic_Methods,C2_Practical_Applied,1,3
922,4,Case_Based,C1_Logic_Theory,0,2
923,3,Neural_Networks,C2_Practical_Applied,1,1
924,4,Case_Based,C1_Logic_Theory,0,3
925,5,Genetic_Algorithms,C2_Practical_Applied,1,1
926,3,Neural_Networks,C2_Practical_Applied,1,1
927,3,Neural_Networks,C2_Practical_Applied,1,3
928,3,Neural_Networks,C2_Practical_Applied,1,3
929,2,Rule_Learning,C1_Logic_Theory,0,2
930,3,Neural_Networks,C2_Practical_Applied,1,3
931,2,Rule_Learning,C1_Logic_Theory,0,1
932,3,Neural_Networks,C2_Practical_Applied,1,1
933,2,Rule_Learning,C1_Logic_Theory,0,3
934,4,Case_Based,C1_Logic_Theory,0,2
935,5,Genetic_Algorithms,C2_Practical_Applied,1,5
936,2,Rule_Learning,C1_Logic_Theory,0,5
937,1,Reinforcement_Learning,C2_Practical_Applied,1,3
938,3,Neural_Networks,C2_Practical_Applied,1,3
939,6,Probabilistic_Methods,C2_Practical_Applied,1,1
940,5,Genetic_Algorithms,C2_Practical_Applied,1,1
941,5,Genetic_Algorithms,C2_Practical_Applied,1,1
942,3,Neural_Networks,C2_Practical_Applied,1,2
943,4,Case_Based,C1_Logic_Theory,0,1
944,3,Neural_Networks,C2_Practical_Applied,1,1
945,1,Reinforcement_Learning,C2_Practical_Applied,1,4
946,4,Case_Based,C1_Logic_Theory,0,2
947,4,Case_Based,C1_Logic_Theory,0,1
948,0,Theory,C1_Logic_Theory,0,4
949,4,Case_Based,C1_Logic_Theory,0,1
950,6,Probabilistic_Methods,C2_Practical_Applied,1,3
951,2,Rule_Learning,C1_Logic_Theory,0,2
952,3,Neural_Networks,C2_Practical_Applied,1,2
953,3,Neural_Networks,C2_Practical_Applied,1,3
954,4,Case_Based,C1_Logic_Theory,0,2
955,6,Probabilistic_Methods,C2_Practical_Applied,1,3
956,4,Case_Based,C1_Logic_Theory,0,2
957,2,Rule_Learning,C1_Logic_Theory,0,8
958,1,Reinforcement_Learning,C2_Practical_Applied,1,3
959,3,Neural_Networks,C2_Practical_Applied,1,1
960,3,Neural_Networks,C2_Practical_Applied,1,3
961,3,Neural_Networks,C2_Practical_Applied,1,4
962,3,Neural_Networks,C2_Practical_Applied,1,7
963,4,Case_Based,C1_Logic_Theory,0,19
964,0,Theory,C1_Logic_Theory,0,6
965,0,Theory,C1_Logic_Theory,0,4
966,0,Theory,C1_Logic_Theory,0,1
967,3,Neural_Networks,C2_Practical_Applied,1,1
968,1,Reinforcement_Learning,C2_Practical_Applied,1,3
969,2,Rule_Learning,C1_Logic_Theory,0,5
970,2,Rule_Learning,C1_Logic_Theory,0,5
971,5,Genetic_Algorithms,C2_Practical_Applied,1,2
972,3,Neural_Networks,C2_Practical_Applied,1,4
973,5,Genetic_Algorithms,C2_Practical_Applied,1,17
974,3,Neural_Networks,C2_Practical_Applied,1,1
975,0,Theory,C1_Logic_Theory,0,1
976,2,Rule_Learning,C1_Logic_Theory,0,2
977,2,Rule_Learning,C1_Logic_Theory,0,1
978,2,Rule_Learning,C1_Logic_Theory,0,2
979,3,Neural_Networks,C2_Practical_Applied,1,6
980,1,Reinforcement_Learning,C2_Practical_Applied,1,4
981,3,Neural_Networks,C2_Practical_Applied,1,2
982,3,Neural_Networks,C2_Practical_Applied,1,5
983,4,Case_Based,C1_Logic_Theory,0,1
984,4,Case_Based,C1_Logic_Theory,0,3
985,2,Rule_Learning,C1_Logic_Theory,0,5
986,3,Neural_Networks,C2_Practical_Applied,1,1
987,3,Neural_Networks,C2_Practical_Applied,1,1
988,3,Neural_Networks,C2_Practical_Applied,1,1
989,0,Theory,C1_Logic_Theory,0,4
990,3,Neural_Networks,C2_Practical_Applied,1,3
991,6,Probabilistic_Methods,C2_Practical_Applied,1,1
992,0,Theory,C1_Logic_Theory,0,2
993,6,Probabilistic_Methods,C2_Practical_Applied,1,2
994,3,Neural_Networks,C2_Practical_Applied,1,4
995,5,Genetic_Algorithms,C2_Practical_Applied,1,3
996,4,Case_Based,C1_Logic_Theory,0,6
997,3,Neural_Networks,C2_Practical_Applied,1,3
998,2,Rule_Learning,C1_Logic_Theory,0,6
999,2,Rule_Learning,C1_Logic_Theory,0,2
1000,3,Neural_Networks,C2_Practical_Applied,1,4
1001,4,Case_Based,C1_Logic_Theory,0,2
1002,3,Neural_Networks,C2_Practical_Applied,1,6
1003,2,Rule_Learning,C1_Logic_Theory,0,5
1004,3,Neural_Networks,C2_Practical_Applied,1,2
1005,3,Neural_Networks,C2_Practical_Applied,1,1
1006,0,Theory,C1_Logic_Theory,0,3
1007,2,Rule_Learning,C1_Logic_Theory,0,4
1008,0,Theory,C1_Logic_Theory,0,4
1009,1,Reinforcement_Learning,C2_Practical_Applied,1,2
1010,4,Case_Based,C1_Logic_Theory,0,2
1011,1,Reinforcement_Learning,C2_Practical_Applied,1,2
1012,4,Case_Based,C1_Logic_Theory,0,5
1013,0,Theory,C1_Logic_Theory,0,34
1014,3,Neural_Networks,C2_Practical_Applied,1,1
1015,4,Case_Based,C1_Logic_Theory,0,13
1016,3,Neural_Networks,C2_Practical_Applied,1,5
1017,3,Neural_Networks,C2_Practical_Applied,1,3
1018,4,Case_Based,C1_Logic_Theory,0,1
1019,3,Neural_Networks,C2_Practical_Applied,1,1
1020,3,Neural_Networks,C2_Practical_Applied,1,5
1021,4,Case_Based,C1_Logic_Theory,0,1
1022,5,Genetic_Algorithms,C2_Practical_Applied,1,8
1023,3,Neural_Networks,C2_Practical_Applied,1,3
1024,3,Neural_Networks,C2_Practical_Applied,1,1
1025,0,Theory,C1_Logic_Theory,0,2
1026,3,Neural_Networks,C2_Practical_Applied,1,4
1027,6,Probabilistic_Methods,C2_Practical_Applied,1,1
1028,5,Genetic_Algorithms,C2_Practical_Applied,1,1
1029,5,Genetic_Algorithms,C2_Practical_Applied,1,2
1030,2,Rule_Learning,C1_Logic_Theory,0,1
1031,3,Neural_Networks,C2_Practical_Applied,1,3
